DataSource,RecordType,ReferenceYear,Location_State_UT,Location_Region,Location_District,Location_Block_Mandal_Taluk_Valley_Unit,Category,Parameter,Value_Numeric,Value_Text,Unit
NCDGWR2023.pdf,State_Seasonal_Rainfall,2021,Sikkim,NotAvailable,NotAvailable,NotAvailable,NotAvailable,Annual,3043.3,NotAvailable,mm
NCDGWR2023.pdf,State_Seasonal_Rainfall,2021,West Bengal,NotAvailable,NotAvailable,NotAvailable,NotAvailable,Winter,2.0,NotAvailable,mm
NCDGWR2023.pdf,State_Seasonal_Rainfall,2021,West Bengal,NotAvailable,NotAvailable,NotAvailable,NotAvailable,Pre-Monsoon,300.9,NotAvailable,mm
NCDGWR2023.pdf,State_Seasonal_Rainfall,2021,West Bengal,NotAvailable,NotAvailable,NotAvailable,NotAvailable,SW-Monsoon,1612.9,NotAvailable,mm
NCDGWR2023.pdf,State_Seasonal_Rainfall,2021,West Bengal,NotAvailable,NotAvailable,NotAvailable,NotAvailable,Post-Monsoon,286.9,NotAvailable,mm
NCDGWR2023.pdf,State_Seasonal_Rainfall,2021,West Bengal,NotAvailable,NotAvailable,NotAvailable,NotAvailable,Annual,2202.7,NotAvailable,mm
NCDGWR2023.pdf,State_Seasonal_Rainfall,2021,Jharkhand,NotAvailable,NotAvailable,NotAvailable,NotAvailable,Winter,3.6,NotAvailable,mm
NCDGWR2023.pdf,State_Seasonal_Rainfall,2021,Jharkhand,NotAvailable,NotAvailable,NotAvailable,NotAvailable,Pre-Monsoon,240.5,NotAvailable,mm
NCDGWR2023.pdf,State_Seasonal_Rainfall,2021,Jharkhand,NotAvailable,NotAvailable,NotAvailable,NotAvailable,SW-Monsoon,1041.5,NotAvailable,mm
NCDGWR2023.pdf,State_Seasonal_Rainfall,2021,Jharkhand,NotAvailable,NotAvailable,NotAvailable,NotAvailable,Post-Monsoon,159.3,NotAvailable,mm
NCDGWR2023.pdf,State_Seasonal_Rainfall,2021,Jharkhand,NotAvailable,NotAvailable,NotAvailable,NotAvailable,Annual,1444.8,NotAvailable,mm
NCDGWR2023.pdf,State_Seasonal_Rainfall,2021,Bihar,NotAvailable,NotAvailable,NotAvailable,NotAvailable,Winter,0.7,NotAvailable,mm
NCDGWR2023.pdf,State_Seasonal_Rainfall,2021,Bihar,NotAvailable,NotAvailable,NotAvailable,NotAvailable,Pre-Monsoon,266.0,NotAvailable,mm
NCDGWR2023.pdf,State_Seasonal_Rainfall,2021,Bihar,NotAvailable,NotAvailable,NotAvailable,NotAvailable,SW-Monsoon,1044.3,NotAvailable,mm
NCDGWR2023.pdf,State_Seasonal_Rainfall,2021,Bihar,NotAvailable,NotAvailable,NotAvailable,NotAvailable,Post-Monsoon,201.7,NotAvailable,mm
NCDGWR2023.pdf,State_Seasonal_Rainfall,2021,Bihar,NotAvailable,NotAvailable,NotAvailable,NotAvailable,Annual,1512.7,NotAvailable,mm
NCDGWR2023.pdf,State_Seasonal_Rainfall,2021,Uttar Pradesh,NotAvailable,NotAvailable,NotAvailable,NotAvailable,Winter,7.5,NotAvailable,mm
NCDGWR2023.pdf,State_Seasonal_Rainfall,2021,Uttar Pradesh,NotAvailable,NotAvailable,NotAvailable,NotAvailable,Pre-Monsoon,95.7,NotAvailable,mm
NCDGWR2023.pdf,State_Seasonal_Rainfall,2021,Uttar Pradesh,NotAvailable,NotAvailable,NotAvailable,NotAvailable,SW-Monsoon,749.2,NotAvailable,mm
NCDGWR2023.pdf,State_Seasonal_Rainfall,2021,Uttar Pradesh,NotAvailable,NotAvailable,NotAvailable,NotAvailable,Post-Monsoon,93.7,NotAvailable,mm
NCDGWR2023.pdf,State_Seasonal_Rainfall,2021,Uttar Pradesh,NotAvailable,NotAvailable,NotAvailable,NotAvailable,Annual,946.1,NotAvailable,mm
NCDGWR2023.pdf,State_Seasonal_Rainfall,2021,Uttarakhand,NotAvailable,NotAvailable,NotAvailable,NotAvailable,Winter,44.5,NotAvailable,mm
NCDGWR2023.pdf,State_Seasonal_Rainfall,2021,Uttarakhand,NotAvailable,NotAvailable,NotAvailable,NotAvailable,Pre-Monsoon,244.2,NotAvailable,mm
NCDGWR2023.pdf,State_Seasonal_Rainfall,2021,Uttarakhand,NotAvailable,NotAvailable,NotAvailable,NotAvailable,SW-Monsoon,1156.1,NotAvailable,mm
NCDGWR2023.pdf,State_Seasonal_Rainfall,2021,Uttarakhand,NotAvailable,NotAvailable,NotAvailable,NotAvailable,Post-Monsoon,219.6,NotAvailable,mm
NCDGWR2023.pdf,State_Seasonal_Rainfall,2021,Uttarakhand,NotAvailable,NotAvailable,NotAvailable,NotAvailable,Annual,1664.5,NotAvailable,mm
NCDGWR2023.pdf,State_Seasonal_Rainfall,2021,Haryana,NotAvailable,NotAvailable,NotAvailable,NotAvailable,Winter,26.1,NotAvailable,mm
NCDGWR2023.pdf,State_Seasonal_Rainfall,2021,Haryana,NotAvailable,NotAvailable,NotAvailable,NotAvailable,Pre-Monsoon,54.5,NotAvailable,mm
NCDGWR2023.pdf,State_Seasonal_Rainfall,2021,Haryana,NotAvailable,NotAvailable,NotAvailable,NotAvailable,SW-Monsoon,571.3,NotAvailable,mm
NCDGWR2023.pdf,State_Seasonal_Rainfall,2021,Haryana,NotAvailable,NotAvailable,NotAvailable,NotAvailable,Post-Monsoon,27.9,NotAvailable,mm
NCDGWR2023.pdf,State_Seasonal_Rainfall,2021,Haryana,NotAvailable,NotAvailable,NotAvailable,NotAvailable,Annual,679.8,NotAvailable,mm
NCDGWR2023.pdf,State_Seasonal_Rainfall,2021,Chandigarh,NotAvailable,NotAvailable,NotAvailable,NotAvailable,Winter,19.6,NotAvailable,mm
NCDGWR2023.pdf,State_Seasonal_Rainfall,2021,Chandigarh,NotAvailable,NotAvailable,NotAvailable,NotAvailable,Pre-Monsoon,80.9,NotAvailable,mm
NCDGWR2023.pdf,State_Seasonal_Rainfall,2021,Chandigarh,NotAvailable,NotAvailable,NotAvailable,NotAvailable,SW-Monsoon,600.2,NotAvailable,mm
NCDGWR2023.pdf,State_Seasonal_Rainfall,2021,Chandigarh,NotAvailable,NotAvailable,NotAvailable,NotAvailable,Post-Monsoon,41.6,NotAvailable,mm
NCDGWR2023.pdf,State_Seasonal_Rainfall,2021,Chandigarh,NotAvailable,NotAvailable,NotAvailable,NotAvailable,Annual,742.4,NotAvailable,mm
NCDGWR2023.pdf,State_Seasonal_Rainfall,2021,Delhi,NotAvailable,NotAvailable,NotAvailable,NotAvailable,Winter,31.0,NotAvailable,mm
NCDGWR2023.pdf,State_Seasonal_Rainfall,2021,Delhi,NotAvailable,NotAvailable,NotAvailable,NotAvailable,Pre-Monsoon,76.4,NotAvailable,mm
NCDGWR2023.pdf,State_Seasonal_Rainfall,2021,Delhi,NotAvailable,NotAvailable,NotAvailable,NotAvailable,SW-Monsoon,745.2,NotAvailable,mm
NCDGWR2023.pdf,State_Seasonal_Rainfall,2021,Delhi,NotAvailable,NotAvailable,NotAvailable,NotAvailable,Post-Monsoon,60.7,NotAvailable,mm
NCDGWR2023.pdf,State_Seasonal_Rainfall,2021,Delhi,NotAvailable,NotAvailable,NotAvailable,NotAvailable,Annual,904.4,NotAvailable,mm
NCDGWR2023.pdf,State_Seasonal_Rainfall,2021,Punjab,NotAvailable,NotAvailable,NotAvailable,NotAvailable,Winter,13.0,NotAvailable,mm
NCDGWR2023.pdf,State_Seasonal_Rainfall,2021,Punjab,NotAvailable,NotAvailable,NotAvailable,NotAvailable,Pre-Monsoon,49.7,NotAvailable,mm
NCDGWR2023.pdf,State_Seasonal_Rainfall,2021,Punjab,NotAvailable,NotAvailable,NotAvailable,NotAvailable,SW-Monsoon,436.8,NotAvailable,mm
NCDGWR2023.pdf,State_Seasonal_Rainfall,2021,Punjab,NotAvailable,NotAvailable,NotAvailable,NotAvailable,Post-Monsoon,34.8,NotAvailable,mm
NCDGWR2023.pdf,State_Seasonal_Rainfall,2021,Punjab,NotAvailable,NotAvailable,NotAvailable,NotAvailable,Annual,534.4,NotAvailable,mm
NCDGWR2023.pdf,State_Seasonal_Rainfall,2021,Himachal Pradesh,NotAvailable,NotAvailable,NotAvailable,NotAvailable,Winter,57.7,NotAvailable,mm
NCDGWR2023.pdf,State_Seasonal_Rainfall,2021,Himachal Pradesh,NotAvailable,NotAvailable,NotAvailable,NotAvailable,Pre-Monsoon,213.7,NotAvailable,mm
NCDGWR2023.pdf,State_Seasonal_Rainfall,2021,Himachal Pradesh,NotAvailable,NotAvailable,NotAvailable,NotAvailable,SW-Monsoon,690.9,NotAvailable,mm
NCDGWR2023.pdf,State_Seasonal_Rainfall,2021,Himachal Pradesh,NotAvailable,NotAvailable,NotAvailable,NotAvailable,Post-Monsoon,75.4,NotAvailable,mm
NCDGWR2023.pdf,State_Seasonal_Rainfall,2021,Himachal Pradesh,NotAvailable,NotAvailable,NotAvailable,NotAvailable,Annual,1037.6,NotAvailable,mm
NCDGWR2023.pdf,State_Seasonal_Rainfall,2021,Jammu & Kashmir,NotAvailable,NotAvailable,NotAvailable,NotAvailable,Winter,122.6,NotAvailable,mm
NCDGWR2023.pdf,State_Seasonal_Rainfall,2021,Jammu & Kashmir,NotAvailable,NotAvailable,NotAvailable,NotAvailable,Pre-Monsoon,248.0,NotAvailable,mm
NCDGWR2023.pdf,State_Seasonal_Rainfall,2021,Jammu & Kashmir,NotAvailable,NotAvailable,NotAvailable,NotAvailable,SW-Monsoon,401.6,NotAvailable,mm
NCDGWR2023.pdf,State_Seasonal_Rainfall,2021,Jammu & Kashmir,NotAvailable,NotAvailable,NotAvailable,NotAvailable,Post-Monsoon,122.6,NotAvailable,mm
NCDGWR2023.pdf,State_Seasonal_Rainfall,2021,Jammu & Kashmir,NotAvailable,NotAvailable,NotAvailable,NotAvailable,Annual,894.7,NotAvailable,mm
NCDGWR2023.pdf,State_Seasonal_Rainfall,2021,Ladakh,NotAvailable,NotAvailable,NotAvailable,NotAvailable,Winter,8.5,NotAvailable,mm
NCDGWR2023.pdf,State_Seasonal_Rainfall,2021,Ladakh,NotAvailable,NotAvailable,NotAvailable,NotAvailable,Pre-Monsoon,20.2,NotAvailable,mm
NCDGWR2023.pdf,State_Seasonal_Rainfall,2021,Ladakh,NotAvailable,NotAvailable,NotAvailable,NotAvailable,SW-Monsoon,21.9,NotAvailable,mm
NCDGWR2023.pdf,State_Seasonal_Rainfall,2021,Ladakh,NotAvailable,NotAvailable,NotAvailable,NotAvailable,Post-Monsoon,6.3,NotAvailable,mm
NCDGWR2023.pdf,State_Seasonal_Rainfall,2021,Ladakh,NotAvailable,NotAvailable,NotAvailable,NotAvailable,Annual,57.0,NotAvailable,mm
NCDGWR2023.pdf,State_Seasonal_Rainfall,2021,Rajasthan,NotAvailable,NotAvailable,NotAvailable,NotAvailable,Winter,9.0,NotAvailable,mm
NCDGWR2023.pdf,State_Seasonal_Rainfall,2021,Rajasthan,NotAvailable,NotAvailable,NotAvailable,NotAvailable,Pre-Monsoon,54.4,NotAvailable,mm
NCDGWR2023.pdf,State_Seasonal_Rainfall,2021,Rajasthan,NotAvailable,NotAvailable,NotAvailable,NotAvailable,SW-Monsoon,485.3,NotAvailable,mm
NCDGWR2023.pdf,State_Seasonal_Rainfall,2021,Rajasthan,NotAvailable,NotAvailable,NotAvailable,NotAvailable,Post-Monsoon,38.3,NotAvailable,mm
NCDGWR2023.pdf,State_Seasonal_Rainfall,2021,Rajasthan,NotAvailable,NotAvailable,NotAvailable,NotAvailable,Annual,587.0,NotAvailable,mm
NCDGWR2023.pdf,State_Seasonal_Rainfall,2021,Odisha,NotAvailable,NotAvailable,NotAvailable,NotAvailable,Winter,4.2,NotAvailable,mm
NCDGWR2023.pdf,State_Seasonal_Rainfall,2021,Odisha,NotAvailable,NotAvailable,NotAvailable,NotAvailable,Pre-Monsoon,188.6,NotAvailable,mm
NCDGWR2023.pdf,State_Seasonal_Rainfall,2021,Odisha,NotAvailable,NotAvailable,NotAvailable,NotAvailable,SW-Monsoon,1045.1,NotAvailable,mm
NCDGWR2023.pdf,State_Seasonal_Rainfall,2021,Odisha,NotAvailable,NotAvailable,NotAvailable,NotAvailable,Post-Monsoon,182.9,NotAvailable,mm
NCDGWR2023.pdf,State_Seasonal_Rainfall,2021,Odisha,NotAvailable,NotAvailable,NotAvailable,NotAvailable,Annual,1420.8,NotAvailable,mm
NCDGWR2023.pdf,State_Seasonal_Rainfall,2021,Madhya Pradesh,NotAvailable,NotAvailable,NotAvailable,NotAvailable,Winter,9.2,NotAvailable,mm
NCDGWR2023.pdf,State_Seasonal_Rainfall,2021,Madhya Pradesh,NotAvailable,NotAvailable,NotAvailable,NotAvailable,Pre-Monsoon,68.7,NotAvailable,mm
NCDGWR2023.pdf,State_Seasonal_Rainfall,2021,Madhya Pradesh,NotAvailable,NotAvailable,NotAvailable,NotAvailable,SW-Monsoon,942.7,NotAvailable,mm
NCDGWR2023.pdf,State_Seasonal_Rainfall,2021,Madhya Pradesh,NotAvailable,NotAvailable,NotAvailable,NotAvailable,Post-Monsoon,72.2,NotAvailable,mm
NCDGWR2023.pdf,State_Seasonal_Rainfall,2021,Madhya Pradesh,NotAvailable,NotAvailable,NotAvailable,NotAvailable,Annual,1092.7,NotAvailable,mm
NCDGWR2023.pdf,State_Seasonal_Rainfall,2021,Gujarat,NotAvailable,NotAvailable,NotAvailable,NotAvailable,Winter,1.2,NotAvailable,mm
NCDGWR2023.pdf,State_Seasonal_Rainfall,2021,Gujarat,NotAvailable,NotAvailable,NotAvailable,NotAvailable,Pre-Monsoon,49.8,NotAvailable,mm
NCDGWR2023.pdf,State_Seasonal_Rainfall,2021,Gujarat,NotAvailable,NotAvailable,NotAvailable,NotAvailable,SW-Monsoon,694.6,NotAvailable,mm
NCDGWR2023.pdf,State_Seasonal_Rainfall,2021,Gujarat,NotAvailable,NotAvailable,NotAvailable,NotAvailable,Post-Monsoon,47.6,NotAvailable,mm
NCDGWR2023.pdf,State_Seasonal_Rainfall,2021,Gujarat,NotAvailable,NotAvailable,NotAvailable,NotAvailable,Annual,793.2,NotAvailable,mm
NCDGWR2023.pdf,State_Seasonal_Rainfall,2021,Dadra & Nagar Haveli,NotAvailable,NotAvailable,NotAvailable,NotAvailable,Winter,0.0,NotAvailable,mm
NCDGWR2023.pdf,State_Seasonal_Rainfall,2021,Dadra & Nagar Haveli,NotAvailable,NotAvailable,NotAvailable,NotAvailable,Pre-Monsoon,139.2,NotAvailable,mm
NCDGWR2023.pdf,State_Seasonal_Rainfall,2021,Dadra & Nagar Haveli,NotAvailable,NotAvailable,NotAvailable,NotAvailable,SW-Monsoon,2674.2,NotAvailable,mm
NCDGWR2023.pdf,State_Seasonal_Rainfall,2021,Dadra & Nagar Haveli,NotAvailable,NotAvailable,NotAvailable,NotAvailable,Post-Monsoon,221.0,NotAvailable,mm
NCDGWR2023.pdf,State_Seasonal_Rainfall,2021,Dadra & Nagar Haveli,NotAvailable,NotAvailable,NotAvailable,NotAvailable,Annual,3034.4,NotAvailable,mm
NCDGWR2023.pdf,State_Seasonal_Rainfall,2021,Daman & Diu,NotAvailable,NotAvailable,NotAvailable,NotAvailable,Winter,0.0,NotAvailable,mm
NCDGWR2023.pdf,State_Seasonal_Rainfall,2021,Daman & Diu,NotAvailable,NotAvailable,NotAvailable,NotAvailable,Pre-Monsoon,218.3,NotAvailable,mm
NCDGWR2023.pdf,State_Seasonal_Rainfall,2021,Daman & Diu,NotAvailable,NotAvailable,NotAvailable,NotAvailable,SW-Monsoon,1869.0,NotAvailable,mm
NCDGWR2023.pdf,State_Seasonal_Rainfall,2021,Daman & Diu,NotAvailable,NotAvailable,NotAvailable,NotAvailable,Post-Monsoon,125.5,NotAvailable,mm
NCDGWR2023.pdf,State_Seasonal_Rainfall,2021,Daman & Diu,NotAvailable,NotAvailable,NotAvailable,NotAvailable,Annual,2212.8,NotAvailable,mm
NCDGWR2023.pdf,State_Seasonal_Rainfall,2021,Goa,NotAvailable,NotAvailable,NotAvailable,NotAvailable,Winter,37.3,NotAvailable,mm
NCDGWR2023.pdf,State_Seasonal_Rainfall,2021,Goa,NotAvailable,NotAvailable,NotAvailable,NotAvailable,Pre-Monsoon,284.8,NotAvailable,mm
NCDGWR2023.pdf,State_Seasonal_Rainfall,2021,Goa,NotAvailable,NotAvailable,NotAvailable,NotAvailable,SW-Monsoon,3125.1,NotAvailable,mm
NCDGWR2023.pdf,State_Seasonal_Rainfall,2021,Goa,NotAvailable,NotAvailable,NotAvailable,NotAvailable,Post-Monsoon,500.0,NotAvailable,mm
NCDGWR2023.pdf,State_Seasonal_Rainfall,2021,Goa,NotAvailable,NotAvailable,NotAvailable,NotAvailable,Annual,3947.2,NotAvailable,mm
NCDGWR2023.pdf,State_Seasonal_Rainfall,2021,Maharashtra,NotAvailable,NotAvailable,NotAvailable,NotAvailable,Winter,12.8,NotAvailable,mm
NCDGWR2023.pdf,State_Seasonal_Rainfall,2021,Maharashtra,NotAvailable,NotAvailable,NotAvailable,NotAvailable,Pre-Monsoon,62.8,NotAvailable,mm
NCDGWR2023.pdf,State_Seasonal_Rainfall,2021,Maharashtra,NotAvailable,NotAvailable,NotAvailable,NotAvailable,SW-Monsoon,1194.3,NotAvailable,mm
NCDGWR2023.pdf,State_Seasonal_Rainfall,2021,Maharashtra,NotAvailable,NotAvailable,NotAvailable,NotAvailable,Post-Monsoon,140.8,NotAvailable,mm
NCDGWR2023.pdf,State_Seasonal_Rainfall,2021,Maharashtra,NotAvailable,NotAvailable,NotAvailable,NotAvailable,Annual,1410.7,NotAvailable,mm
NCDGWR2023.pdf,State_Seasonal_Rainfall,2021,Chhattisgarh,NotAvailable,NotAvailable,NotAvailable,NotAvailable,Winter,12.8,NotAvailable,mm
NCDGWR2023.pdf,State_Seasonal_Rainfall,2021,Chhattisgarh,NotAvailable,NotAvailable,NotAvailable,NotAvailable,Pre-Monsoon,97.3,NotAvailable,mm
NCDGWR2023.pdf,State_Seasonal_Rainfall,2021,Chhattisgarh,NotAvailable,NotAvailable,NotAvailable,NotAvailable,SW-Monsoon,1107.7,NotAvailable,mm
NCDGWR2023.pdf,State_Seasonal_Rainfall,2021,Chhattisgarh,NotAvailable,NotAvailable,NotAvailable,NotAvailable,Post-Monsoon,91.9,NotAvailable,mm
NCDGWR2023.pdf,State_Seasonal_Rainfall,2021,Chhattisgarh,NotAvailable,NotAvailable,NotAvailable,NotAvailable,Annual,1309.6,NotAvailable,mm
NCDGWR2023.pdf,State_Seasonal_Rainfall,2021,Andaman & Nicobar Islands,NotAvailable,NotAvailable,NotAvailable,NotAvailable,Winter,91.5,NotAvailable,mm
NCDGWR2023.pdf,State_Seasonal_Rainfall,2021,Andaman & Nicobar Islands,NotAvailable,NotAvailable,NotAvailable,NotAvailable,Pre-Monsoon,602.6,NotAvailable,mm
NCDGWR2023.pdf,State_Seasonal_Rainfall,2021,Andaman & Nicobar Islands,NotAvailable,NotAvailable,NotAvailable,NotAvailable,SW-Monsoon,2025.0,NotAvailable,mm
NCDGWR2023.pdf,State_Seasonal_Rainfall,2021,Andaman & Nicobar Islands,NotAvailable,NotAvailable,NotAvailable,NotAvailable,Post-Monsoon,774.4,NotAvailable,mm
NCDGWR2023.pdf,State_Seasonal_Rainfall,2021,Andaman & Nicobar Islands,NotAvailable,NotAvailable,NotAvailable,NotAvailable,Annual,3493.4,NotAvailable,mm
NCDGWR2023.pdf,State_Seasonal_Rainfall,2021,Andhra Pradesh,NotAvailable,NotAvailable,NotAvailable,NotAvailable,Winter,24.4,NotAvailable,mm
NCDGWR2023.pdf,State_Seasonal_Rainfall,2021,Andhra Pradesh,NotAvailable,NotAvailable,NotAvailable,NotAvailable,Pre-Monsoon,104.5,NotAvailable,mm
NCDGWR2023.pdf,State_Seasonal_Rainfall,2021,Andhra Pradesh,NotAvailable,NotAvailable,NotAvailable,NotAvailable,SW-Monsoon,613.5,NotAvailable,mm
NCDGWR2023.pdf,State_Seasonal_Rainfall,2021,Andhra Pradesh,NotAvailable,NotAvailable,NotAvailable,NotAvailable,Post-Monsoon,406.4,NotAvailable,mm
NCDGWR2023.pdf,State_Seasonal_Rainfall,2021,Andhra Pradesh,NotAvailable,NotAvailable,NotAvailable,NotAvailable,Annual,1148.9,NotAvailable,mm
NCDGWR2023.pdf,State_Seasonal_Rainfall,2021,Telangana,NotAvailable,NotAvailable,NotAvailable,NotAvailable,Winter,3.5,NotAvailable,mm
NCDGWR2023.pdf,State_Seasonal_Rainfall,2021,Telangana,NotAvailable,NotAvailable,NotAvailable,NotAvailable,Pre-Monsoon,66.7,NotAvailable,mm
NCDGWR2023.pdf,State_Seasonal_Rainfall,2021,Telangana,NotAvailable,NotAvailable,NotAvailable,NotAvailable,SW-Monsoon,1044.2,NotAvailable,mm
NCDGWR2023.pdf,State_Seasonal_Rainfall,2021,Telangana,NotAvailable,NotAvailable,NotAvailable,NotAvailable,Post-Monsoon,94.2,NotAvailable,mm
NCDGWR2023.pdf,State_Seasonal_Rainfall,2021,Telangana,NotAvailable,NotAvailable,NotAvailable,NotAvailable,Annual,1208.5,NotAvailable,mm
NCDGWR2023.pdf,State_Seasonal_Rainfall,2021,Tamil Nadu,NotAvailable,NotAvailable,NotAvailable,NotAvailable,Winter,150.8,NotAvailable,mm
NCDGWR2023.pdf,State_Seasonal_Rainfall,2021,Tamil Nadu,NotAvailable,NotAvailable,NotAvailable,NotAvailable,Pre-Monsoon,120.9,NotAvailable,mm
NCDGWR2023.pdf,State_Seasonal_Rainfall,2021,Tamil Nadu,NotAvailable,NotAvailable,NotAvailable,NotAvailable,SW-Monsoon,393.4,NotAvailable,mm
NCDGWR2023.pdf,State_Seasonal_Rainfall,2021,Tamil Nadu,NotAvailable,NotAvailable,NotAvailable,NotAvailable,Post-Monsoon,711.6,NotAvailable,mm
NCDGWR2023.pdf,State_Seasonal_Rainfall,2021,Tamil Nadu,NotAvailable,NotAvailable,NotAvailable,NotAvailable,Annual,1376.7,NotAvailable,mm
NCDGWR2023.pdf,State_Seasonal_Rainfall,2021,Puducherry,NotAvailable,NotAvailable,NotAvailable,NotAvailable,Winter,350.3,NotAvailable,mm
NCDGWR2023.pdf,State_Seasonal_Rainfall,2021,Puducherry,NotAvailable,NotAvailable,NotAvailable,NotAvailable,Pre-Monsoon,64.3,NotAvailable,mm
NCDGWR2023.pdf,State_Seasonal_Rainfall,2021,Puducherry,NotAvailable,NotAvailable,NotAvailable,NotAvailable,SW-Monsoon,435.8,NotAvailable,mm
NCDGWR2023.pdf,State_Seasonal_Rainfall,2021,Puducherry,NotAvailable,NotAvailable,NotAvailable,NotAvailable,Post-Monsoon,1425.1,NotAvailable,mm
NCDGWR2023.pdf,State_Seasonal_Rainfall,2021,Puducherry,NotAvailable,NotAvailable,NotAvailable,NotAvailable,Annual,2275.5,NotAvailable,mm
NCDGWR2023.pdf,State_Seasonal_Rainfall,2021,Karnataka,NotAvailable,NotAvailable,NotAvailable,NotAvailable,Winter,36.3,NotAvailable,mm
NCDGWR2023.pdf,State_Seasonal_Rainfall,2021,Karnataka,NotAvailable,NotAvailable,NotAvailable,NotAvailable,Pre-Monsoon,179.2,NotAvailable,mm
NCDGWR2023.pdf,State_Seasonal_Rainfall,2021,Karnataka,NotAvailable,NotAvailable,NotAvailable,NotAvailable,SW-Monsoon,865.4,NotAvailable,mm
NCDGWR2023.pdf,State_Seasonal_Rainfall,2021,Karnataka,NotAvailable,NotAvailable,NotAvailable,NotAvailable,Post-Monsoon,369.9,NotAvailable,mm
NCDGWR2023.pdf,State_Seasonal_Rainfall,2021,Karnataka,NotAvailable,NotAvailable,NotAvailable,NotAvailable,Annual,1450.9,NotAvailable,mm
NCDGWR2023.pdf,State_Seasonal_Rainfall,2021,Kerala,NotAvailable,NotAvailable,NotAvailable,NotAvailable,Winter,114.1,NotAvailable,mm
NCDGWR2023.pdf,State_Seasonal_Rainfall,2021,Kerala,NotAvailable,NotAvailable,NotAvailable,NotAvailable,Pre-Monsoon,746.8,NotAvailable,mm
NCDGWR2023.pdf,State_Seasonal_Rainfall,2021,Kerala,NotAvailable,NotAvailable,NotAvailable,NotAvailable,SW-Monsoon,1719.1,NotAvailable,mm
NCDGWR2023.pdf,State_Seasonal_Rainfall,2021,Kerala,NotAvailable,NotAvailable,NotAvailable,NotAvailable,Post-Monsoon,1026.3,NotAvailable,mm
NCDGWR2023.pdf,State_Seasonal_Rainfall,2021,Kerala,NotAvailable,NotAvailable,NotAvailable,NotAvailable,Annual,3606.3,NotAvailable,mm
NCDGWR2023.pdf,State_Seasonal_Rainfall,2021,Lakshadweep,NotAvailable,NotAvailable,NotAvailable,NotAvailable,Winter,216.9,NotAvailable,mm
NCDGWR2023.pdf,State_Seasonal_Rainfall,2021,Lakshadweep,NotAvailable,NotAvailable,NotAvailable,NotAvailable,Pre-Monsoon,514.6,NotAvailable,mm
NCDGWR2023.pdf,State_Seasonal_Rainfall,2021,Lakshadweep,NotAvailable,NotAvailable,NotAvailable,NotAvailable,SW-Monsoon,790.9,NotAvailable,mm
NCDGWR2023.pdf,State_Seasonal_Rainfall,2021,Lakshadweep,NotAvailable,NotAvailable,NotAvailable,NotAvailable,Post-Monsoon,376.3,NotAvailable,mm
NCDGWR2023.pdf,State_Seasonal_Rainfall,2021,Lakshadweep,NotAvailable,NotAvailable,NotAvailable,NotAvailable,Annual,1898.7,NotAvailable,mm
NCDGWR2023.pdf,State_Seasonal_Rainfall,2021,India,NotAvailable,NotAvailable,NotAvailable,NotAvailable,Winter,27.8,NotAvailable,mm
NCDGWR2023.pdf,State_Seasonal_Rainfall,2021,India,NotAvailable,NotAvailable,NotAvailable,NotAvailable,Pre-Monsoon,155.6,NotAvailable,mm
NCDGWR2023.pdf,State_Seasonal_Rainfall,2021,India,NotAvailable,NotAvailable,NotAvailable,NotAvailable,SW-Monsoon,874.5,NotAvailable,mm
NCDGWR2023.pdf,State_Seasonal_Rainfall,2021,India,NotAvailable,NotAvailable,NotAvailable,NotAvailable,Post-Monsoon,177.9,NotAvailable,mm
NCDGWR2023.pdf,State_Seasonal_Rainfall,2021,India,NotAvailable,NotAvailable,NotAvailable,NotAvailable,Annual,1236.4,NotAvailable,mm
NCDGWR2023.pdf,State_Monthly_Rainfall,2021,Arunachal Pradesh,NotAvailable,NotAvailable,NotAvailable,NotAvailable,Jan,29.1,NotAvailable,mm
NCDGWR2023.pdf,State_Monthly_Rainfall,2021,Arunachal Pradesh,NotAvailable,NotAvailable,NotAvailable,NotAvailable,Feb,12.7,NotAvailable,mm
NCDGWR2023.pdf,State_Monthly_Rainfall,2021,Arunachal Pradesh,NotAvailable,NotAvailable,NotAvailable,NotAvailable,Mar,98.4,NotAvailable,mm
NCDGWR2023.pdf,State_Monthly_Rainfall,2021,Arunachal Pradesh,NotAvailable,NotAvailable,NotAvailable,NotAvailable,Apr,183.7,NotAvailable,mm
NCDGWR2023.pdf,State_Monthly_Rainfall,2021,Arunachal Pradesh,NotAvailable,NotAvailable,NotAvailable,NotAvailable,May,296.5,NotAvailable,mm
NCDGWR2023.pdf,State_Monthly_Rainfall,2021,Arunachal Pradesh,NotAvailable,NotAvailable,NotAvailable,NotAvailable,Jun,377.3,NotAvailable,mm
NCDGWR2023.pdf,State_Monthly_Rainfall,2021,Arunachal Pradesh,NotAvailable,NotAvailable,NotAvailable,NotAvailable,Jul,266.8,NotAvailable,mm
NCDGWR2023.pdf,State_Monthly_Rainfall,2021,Arunachal Pradesh,NotAvailable,NotAvailable,NotAvailable,NotAvailable,Aug,508.7,NotAvailable,mm
NCDGWR2023.pdf,State_Monthly_Rainfall,2021,Arunachal Pradesh,NotAvailable,NotAvailable,NotAvailable,NotAvailable,Sep,141.2,NotAvailable,mm
