DataSource,RecordType,ReferenceYear,Location_State_UT,Location_Region,Location_District,Location_Block_Mandal_Taluk_Valley_Unit,Category,Parameter,Value_Numeric,Value_Text,Unit
AnnualReport_2023-24.pdf,Exploratory_Drilling_Achievement,2024,Tamil Nadu,NotAvailable,NotAvailable,NotAvailable,NotAvailable,Achievement PZ,31.0,NotAvailable,Count
AnnualReport_2023-24.pdf,Exploratory_Drilling_Achievement,2024,Tamil Nadu,NotAvailable,NotAvailable,NotAvailable,NotAvailable,Achievement Total,80.0,NotAvailable,Count
AnnualReport_2023-24.pdf,Exploratory_Drilling_Achievement,2024,Puducherry,NotAvailable,NotAvailable,NotAvailable,NotAvailable,Target EW,0.0,NotAvailable,Count
AnnualReport_2023-24.pdf,Exploratory_Drilling_Achievement,2024,Puducherry,NotAvailable,NotAvailable,NotAvailable,NotAvailable,Target OW,0.0,NotAvailable,Count
AnnualReport_2023-24.pdf,Exploratory_Drilling_Achievement,2024,Puducherry,NotAvailable,NotAvailable,NotAvailable,NotAvailable,Target PZ,0.0,NotAvailable,Count
AnnualReport_2023-24.pdf,Exploratory_Drilling_Achievement,2024,Puducherry,NotAvailable,NotAvailable,NotAvailable,NotAvailable,Target Total,0.0,NotAvailable,Count
AnnualReport_2023-24.pdf,Exploratory_Drilling_Achievement,2024,Puducherry,NotAvailable,NotAvailable,NotAvailable,NotAvailable,Achievement EW,0.0,NotAvailable,Count
AnnualReport_2023-24.pdf,Exploratory_Drilling_Achievement,2024,Puducherry,NotAvailable,NotAvailable,NotAvailable,NotAvailable,Achievement OW,0.0,NotAvailable,Count
AnnualReport_2023-24.pdf,Exploratory_Drilling_Achievement,2024,Puducherry,NotAvailable,NotAvailable,NotAvailable,NotAvailable,Achievement PZ,0.0,NotAvailable,Count
AnnualReport_2023-24.pdf,Exploratory_Drilling_Achievement,2024,Puducherry,NotAvailable,NotAvailable,NotAvailable,NotAvailable,Achievement Total,0.0,NotAvailable,Count
AnnualReport_2023-24.pdf,Exploratory_Drilling_Achievement,2024,Karnataka,NotAvailable,NotAvailable,NotAvailable,NotAvailable,Target EW,8.0,NotAvailable,Count
AnnualReport_2023-24.pdf,Exploratory_Drilling_Achievement,2024,Karnataka,NotAvailable,NotAvailable,NotAvailable,NotAvailable,Target OW,4.0,NotAvailable,Count
AnnualReport_2023-24.pdf,Exploratory_Drilling_Achievement,2024,Karnataka,NotAvailable,NotAvailable,NotAvailable,NotAvailable,Target PZ,36.0,NotAvailable,Count
AnnualReport_2023-24.pdf,Exploratory_Drilling_Achievement,2024,Karnataka,NotAvailable,NotAvailable,NotAvailable,NotAvailable,Target Total,48.0,NotAvailable,Count
AnnualReport_2023-24.pdf,Exploratory_Drilling_Achievement,2024,Karnataka,NotAvailable,NotAvailable,NotAvailable,NotAvailable,Achievement EW,4.0,NotAvailable,Count
AnnualReport_2023-24.pdf,Exploratory_Drilling_Achievement,2024,Karnataka,NotAvailable,NotAvailable,NotAvailable,NotAvailable,Achievement OW,11.0,NotAvailable,Count
AnnualReport_2023-24.pdf,Exploratory_Drilling_Achievement,2024,Karnataka,NotAvailable,NotAvailable,NotAvailable,NotAvailable,Achievement PZ,30.0,NotAvailable,Count
AnnualReport_2023-24.pdf,Exploratory_Drilling_Achievement,2024,Karnataka,NotAvailable,NotAvailable,NotAvailable,NotAvailable,Achievement Total,45.0,NotAvailable,Count
AnnualReport_2023-24.pdf,Exploratory_Drilling_Achievement,2024,Kerala,NotAvailable,NotAvailable,NotAvailable,NotAvailable,Target EW,0.0,NotAvailable,Count
AnnualReport_2023-24.pdf,Exploratory_Drilling_Achievement,2024,Kerala,NotAvailable,NotAvailable,NotAvailable,NotAvailable,Target OW,0.0,NotAvailable,Count
AnnualReport_2023-24.pdf,Exploratory_Drilling_Achievement,2024,Kerala,NotAvailable,NotAvailable,NotAvailable,NotAvailable,Target PZ,24.0,NotAvailable,Count
AnnualReport_2023-24.pdf,Exploratory_Drilling_Achievement,2024,Kerala,NotAvailable,NotAvailable,NotAvailable,NotAvailable,Target Total,24.0,NotAvailable,Count
AnnualReport_2023-24.pdf,Exploratory_Drilling_Achievement,2024,Kerala,NotAvailable,NotAvailable,NotAvailable,NotAvailable,Achievement EW,3.0,NotAvailable,Count
AnnualReport_2023-24.pdf,Exploratory_Drilling_Achievement,2024,Kerala,NotAvailable,NotAvailable,NotAvailable,NotAvailable,Achievement OW,3.0,NotAvailable,Count
AnnualReport_2023-24.pdf,Exploratory_Drilling_Achievement,2024,Kerala,NotAvailable,NotAvailable,NotAvailable,NotAvailable,Achievement PZ,15.0,NotAvailable,Count
AnnualReport_2023-24.pdf,Exploratory_Drilling_Achievement,2024,Kerala,NotAvailable,NotAvailable,NotAvailable,NotAvailable,Achievement Total,21.0,NotAvailable,Count
AnnualReport_2023-24.pdf,Exploratory_Drilling_Achievement,2024,Total,NotAvailable,NotAvailable,NotAvailable,NotAvailable,Target EW,223.0,NotAvailable,Count
AnnualReport_2023-24.pdf,Exploratory_Drilling_Achievement,2024,Total,NotAvailable,NotAvailable,NotAvailable,NotAvailable,Target OW,73.0,NotAvailable,Count
AnnualReport_2023-24.pdf,Exploratory_Drilling_Achievement,2024,Total,NotAvailable,NotAvailable,NotAvailable,NotAvailable,Target PZ,434.0,NotAvailable,Count
AnnualReport_2023-24.pdf,Exploratory_Drilling_Achievement,2024,Total,NotAvailable,NotAvailable,NotAvailable,NotAvailable,Target Total,730.0,NotAvailable,Count
AnnualReport_2023-24.pdf,Exploratory_Drilling_Achievement,2024,Total,NotAvailable,NotAvailable,NotAvailable,NotAvailable,Achievement EW,85.0,NotAvailable,Count
AnnualReport_2023-24.pdf,Exploratory_Drilling_Achievement,2024,Total,NotAvailable,NotAvailable,NotAvailable,NotAvailable,Achievement OW,288.0,NotAvailable,Count
AnnualReport_2023-24.pdf,Exploratory_Drilling_Achievement,2024,Total,NotAvailable,NotAvailable,NotAvailable,NotAvailable,Achievement PZ,427.0,NotAvailable,Count
AnnualReport_2023-24.pdf,Exploratory_Drilling_Achievement,2024,Total,NotAvailable,NotAvailable,NotAvailable,NotAvailable,Achievement Total,800.0,NotAvailable,Count
AnnualReport_2023-24.pdf,Geophysical_Instrument_Inventory,2024,West Bengal,ER,Kolkata,NotAvailable,NotAvailable,Geophysical Logger,0.0,"Uptron (18Y) Logger u-1",NotAvailable
AnnualReport_2023-24.pdf,Geophysical_Instrument_Inventory,2024,West Bengal,ER,Kolkata,NotAvailable,NotAvailable,Resistivity Meter,0.0,"1.CRM Auto-C (7 y) 2. Res Meter(2 y)",NotAvailable
AnnualReport_2023-24.pdf,Geophysical_Instrument_Inventory,2024,West Bengal,ER,Kolkata,NotAvailable,NotAvailable,EM,0.0,"TEM-1 (New)",NotAvailable
AnnualReport_2023-24.pdf,Geophysical_Instrument_Inventory,2024,Kerala,KR,Trivandrum,NotAvailable,NotAvailable,Geophysical Logger,-100.0,"Nil",NotAvailable
AnnualReport_2023-24.pdf,Geophysical_Instrument_Inventory,2024,Kerala,KR,Trivandrum,NotAvailable,NotAvailable,Resistivity Meter,0.0,"1. Terrameter (21 Y) 2. CRM-500 (15Y)",NotAvailable
AnnualReport_2023-24.pdf,Geophysical_Instrument_Inventory,2024,Kerala,KR,Trivandrum,NotAvailable,NotAvailable,EM,0.0,"TEM-1 (New)",NotAvailable
AnnualReport_2023-24.pdf,Geophysical_Instrument_Inventory,2024,Chhattisgarh,NCCR,Raipur,NotAvailable,NotAvailable,Geophysical Logger,-100.0,"Nil",NotAvailable
AnnualReport_2023-24.pdf,Geophysical_Instrument_Inventory,2024,Chhattisgarh,NCCR,Raipur,NotAvailable,NotAvailable,Resistivity Meter,0.0,"SSR-MP-ATS (adv) (7Y)",NotAvailable
AnnualReport_2023-24.pdf,Geophysical_Instrument_Inventory,2024,Chhattisgarh,NCCR,Raipur,NotAvailable,NotAvailable,EM,0.0,"TEM-1 (New)",NotAvailable
AnnualReport_2023-24.pdf,Geophysical_Instrument_Inventory,2024,Madhya Pradesh,NCR,Bhopal,NotAvailable,NotAvailable,Geophysical Logger,-100.0,"Nil",NotAvailable
AnnualReport_2023-24.pdf,Geophysical_Instrument_Inventory,2024,Madhya Pradesh,NCR,Bhopal,NotAvailable,NotAvailable,Resistivity Meter,0.0,"1. DDR-4 MP (20Y) 2. SSR-MP1 (18Y)",NotAvailable
AnnualReport_2023-24.pdf,Geophysical_Instrument_Inventory,2024,Gujarat,WCR,Ahmadabad,NotAvailable,NotAvailable,Geophysical Logger,0.0,"Uptron (25 y) Logger",NotAvailable
AnnualReport_2023-24.pdf,Geophysical_Instrument_Inventory,2024,Gujarat,WCR,Ahmadabad,NotAvailable,NotAvailable,Resistivity Meter,0.0,"1.SSR-1 (7Y) 2.DDR-4 (25Y)",NotAvailable
AnnualReport_2023-24.pdf,Geophysical_Instrument_Inventory,2024,Jammu & Kashmir,NWHR,Jammu,NotAvailable,NotAvailable,Geophysical Logger,0.0,"Uptron (22 y) Logger",NotAvailable
AnnualReport_2023-24.pdf,Geophysical_Instrument_Inventory,2024,Jammu & Kashmir,NWHR,Jammu,NotAvailable,NotAvailable,Resistivity Meter,0.0,"1.DDR-4 (18 Y) 2. Terrameter (18Y)",NotAvailable
AnnualReport_2023-24.pdf,Geophysical_Instrument_Inventory,2024,Himachal Pradesh,NHR,Dharmshala,NotAvailable,NotAvailable,Geophysical Logger,-100.0,"Nil",NotAvailable
AnnualReport_2023-24.pdf,Geophysical_Instrument_Inventory,2024,Uttarakhand,UR,Dehradun,NotAvailable,NotAvailable,Geophysical Logger,-100.0,"Nil",NotAvailable
AnnualReport_2023-24.pdf,Geophysical_Instrument_Inventory,2024,Uttarakhand,UR,Dehradun,NotAvailable,NotAvailable,Resistivity Meter,0.0,"1.Terrameter SAS 300 (21Y)",NotAvailable
AnnualReport_2023-24.pdf,Geophysical_Instrument_Inventory,2024,Assam,NER,Guwahati,NotAvailable,NotAvailable,Geophysical Logger,0.0,"Uptron (>27Y) Logger (+Gamma)",NotAvailable
AnnualReport_2023-24.pdf,Geophysical_Instrument_Inventory,2024,Assam,NER,Guwahati,NotAvailable,NotAvailable,Resistivity Meter,0.0,"1. SSR-MP1 (13Y) 2. Terrameter (18 Y)",NotAvailable
AnnualReport_2023-24.pdf,Geophysical_Instrument_Inventory,2024,Maharashtra,CR,Nagpur,NotAvailable,NotAvailable,Geophysical Logger,0.0,"1.Uptron (27Y) Logger (+Gamma) 2. Digital (25Y)Portable Logger (+ Gamma, Flow meter &Temp.) 3.Terrameter spot Logger (part of Terrameter)",NotAvailable
AnnualReport_2023-24.pdf,Geophysical_Instrument_Inventory,2024,Maharashtra,CR,Nagpur,NotAvailable,NotAvailable,Resistivity Meter,0.0,"1.Terrameter (19Y) 2.CRM-20 (15Y)",NotAvailable
AnnualReport_2023-24.pdf,Geophysical_Instrument_Inventory,2024,Bihar,MER,Patna,NotAvailable,NotAvailable,Geophysical Logger,0.0,"Uptron (> 20 Y) Logger",NotAvailable
AnnualReport_2023-24.pdf,Geophysical_Instrument_Inventory,2024,Bihar,MER,Patna,NotAvailable,NotAvailable,Resistivity Meter,0.0,"1. CRM 500-40 W (Ranchi) (15Y) 2. CRM-Auto C - 40 W (5Y)",NotAvailable
AnnualReport_2023-24.pdf,Geophysical_Instrument_Inventory,2024,Odisha,SER,Bhubaneswar,NotAvailable,NotAvailable,Geophysical Logger,0.0,"Uptron (> 15 y) Logger",NotAvailable
AnnualReport_2023-24.pdf,Geophysical_Instrument_Inventory,2024,Odisha,SER,Bhubaneswar,NotAvailable,NotAvailable,Resistivity Meter,0.0,"1. CRM 20 (5Y)",NotAvailable
AnnualReport_2023-24.pdf,Geophysical_Instrument_Inventory,2024,Punjab,NWR,Chandigarh,NotAvailable,NotAvailable,Geophysical Logger,0.0,"Uptron (27Y) Logger (+Gamma)",NotAvailable
AnnualReport_2023-24.pdf,Geophysical_Instrument_Inventory,2024,Punjab,NWR,Chandigarh,NotAvailable,NotAvailable,Resistivity Meter,0.0,"1. CRM-500 (20Y)",NotAvailable
AnnualReport_2023-24.pdf,Geophysical_Instrument_Inventory,2024,Andhra Pradesh,SR,Hyderabad,NotAvailable,NotAvailable,Geophysical Logger,0.0,"1.Upron (3no and 25 y) Logger (+Gamma)",NotAvailable
AnnualReport_2023-24.pdf,Geophysical_Instrument_Inventory,2024,Andhra Pradesh,SR,Hyderabad,NotAvailable,NotAvailable,Resistivity Meter,0.0,"1. DDR-4-80 W (21Y) 2. SSR-MP1-80W (7Y) 3. DDR-3-80 W (7Y) 4. Terrameter with manual logger (22Y) 5. Terrameter LS (6Y) 6. ERT System Terrameter LS-2D (6)",NotAvailable
AnnualReport_2023-24.pdf,Geophysical_Instrument_Inventory,2024,Karnataka,SWR,Bangalore,NotAvailable,NotAvailable,Geophysical Logger,0.0,"Uptron (20Y) Logger(+Gamma)",NotAvailable
AnnualReport_2023-24.pdf,Geophysical_Instrument_Inventory,2024,Karnataka,SWR,Bangalore,NotAvailable,NotAvailable,Resistivity Meter,0.0,"1. SSR-MP-ATS 100W - 2 no. (2Y) 2. Res Meter (5Y)",NotAvailable
AnnualReport_2023-24.pdf,Geophysical_Instrument_Inventory,2024,Tamil Nadu,SECR,Chennai,NotAvailable,NotAvailable,Geophysical Logger,0.0,"Uptron (19 Y) Logger",NotAvailable
AnnualReport_2023-24.pdf,Geophysical_Instrument_Inventory,2024,Tamil Nadu,SECR,Chennai,NotAvailable,NotAvailable,Resistivity Meter,0.0,"1. DDR-3 (7Y) 2. CRM-500- (15Y) 3. Adv WTS-2 No (5Y)",NotAvailable
AnnualReport_2023-24.pdf,Geophysical_Instrument_Inventory,2024,Rajasthan,WR,Jaipur,NotAvailable,NotAvailable,Geophysical Logger,0.0,"Uptron (27Y) Logger (+Gamma), u-13",NotAvailable
AnnualReport_2023-24.pdf,Geophysical_Instrument_Inventory,2024,Rajasthan,WR,Jaipur,NotAvailable,NotAvailable,Resistivity Meter,0.0,"1. DDR-4-80 W (19 Y) 2. CRM-Auto-C 40 W (7 Y)",NotAvailable
AnnualReport_2023-24.pdf,Geophysical_Instrument_Inventory,2024,Uttar Pradesh,NR,Lucknow,NotAvailable,NotAvailable,Geophysical Logger,0.0,"Uptron (21Y) Logger(+Gamma), u-14",NotAvailable
AnnualReport_2023-24.pdf,Geophysical_Instrument_Inventory,2024,Uttar Pradesh,NR,Lucknow,NotAvailable,NotAvailable,Resistivity Meter,0.0,"1.Adv. Terrameter LS-2D (6.5Y) 2.Adv Syscal R2 - 250 W (25 Y) 3. ERT system 4.Terrameter LS - 2D",NotAvailable
AnnualReport_2023-24.pdf,Geophysical_VES_Progress,2024,Uttar Pradesh,NR,NotAvailable,NotAvailable,NotAvailable,Annual Target,72.0,NotAvailable,Count
AnnualReport_2023-24.pdf,Geophysical_VES_Progress,2024,Uttar Pradesh,NR,NotAvailable,NotAvailable,NotAvailable,Progress,87.0,NotAvailable,Count
AnnualReport_2023-24.pdf,Geophysical_VES_Progress,2024,Delhi,SUO,NotAvailable,NotAvailable,NotAvailable,Annual Target,30.0,NotAvailable,Count
AnnualReport_2023-24.pdf,Geophysical_VES_Progress,2024,Delhi,SUO,NotAvailable,NotAvailable,NotAvailable,Progress,21.0,NotAvailable,Count
AnnualReport_2023-24.pdf,Geophysical_VES_Progress,2024,Uttarakhand,UR,NotAvailable,NotAvailable,NotAvailable,Annual Target,20.0,NotAvailable,Count
AnnualReport_2023-24.pdf,Geophysical_VES_Progress,2024,Uttarakhand,UR,NotAvailable,NotAvailable,NotAvailable,Progress,51.0,NotAvailable,Count
AnnualReport_2023-24.pdf,Geophysical_VES_Progress,2024,Andaman and Nicobar Islands,ER,NotAvailable,NotAvailable,NotAvailable,Annual Target,25.0,NotAvailable,Count
AnnualReport_2023-24.pdf,Geophysical_VES_Progress,2024,Andaman and Nicobar Islands,ER,NotAvailable,NotAvailable,NotAvailable,Progress,25.0,NotAvailable,Count
AnnualReport_2023-24.pdf,Geophysical_VES_Progress,2024,West Bengal,ER,NotAvailable,NotAvailable,NotAvailable,Annual Target,75.0,NotAvailable,Count
AnnualReport_2023-24.pdf,Geophysical_VES_Progress,2024,West Bengal,ER,NotAvailable,NotAvailable,NotAvailable,Progress,78.0,NotAvailable,Count
AnnualReport_2023-24.pdf,Geophysical_VES_Progress,2024,Bihar,MER,NotAvailable,NotAvailable,NotAvailable,Annual Target,30.0,NotAvailable,Count
AnnualReport_2023-24.pdf,Geophysical_VES_Progress,2024,Bihar,MER,NotAvailable,NotAvailable,NotAvailable,Progress,35.0,NotAvailable,Count
AnnualReport_2023-24.pdf,Geophysical_VES_Progress,2024,Jharkhand,MER,NotAvailable,NotAvailable,NotAvailable,Annual Target,35.0,NotAvailable,Count
AnnualReport_2023-24.pdf,Geophysical_VES_Progress,2024,Jharkhand,MER,NotAvailable,NotAvailable,NotAvailable,Progress,38.0,NotAvailable,Count
AnnualReport_2023-24.pdf,Geophysical_VES_Progress,2024,Chhattisgarh,NCCR,NotAvailable,NotAvailable,NotAvailable,Annual Target,50.0,NotAvailable,Count
AnnualReport_2023-24.pdf,Geophysical_VES_Progress,2024,Chhattisgarh,NCCR,NotAvailable,NotAvailable,NotAvailable,Progress,84.0,NotAvailable,Count
AnnualReport_2023-24.pdf,Geophysical_VES_Progress,2024,Assam,NER,NotAvailable,NotAvailable,NotAvailable,Annual Target,50.0,NotAvailable,Count
AnnualReport_2023-24.pdf,Geophysical_VES_Progress,2024,Assam,NER,NotAvailable,NotAvailable,NotAvailable,Progress,51.0,NotAvailable,Count
AnnualReport_2023-24.pdf,Geophysical_VES_Progress,2024,Arunachal Pradesh,NER,NotAvailable,NotAvailable,NotAvailable,Annual Target,20.0,NotAvailable,Count
AnnualReport_2023-24.pdf,Geophysical_VES_Progress,2024,Arunachal Pradesh,NER,NotAvailable,NotAvailable,NotAvailable,Progress,18.0,NotAvailable,Count
AnnualReport_2023-24.pdf,Geophysical_VES_Progress,2024,Meghalaya,NER,NotAvailable,NotAvailable,NotAvailable,Annual Target,10.0,NotAvailable,Count
AnnualReport_2023-24.pdf,Geophysical_VES_Progress,2024,Meghalaya,NER,NotAvailable,NotAvailable,NotAvailable,Progress,11.0,NotAvailable,Count
AnnualReport_2023-24.pdf,Geophysical_VES_Progress,2024,Manipur,NER,NotAvailable,NotAvailable,NotAvailable,Annual Target,0.0,NotAvailable,Count
AnnualReport_2023-24.pdf,Geophysical_VES_Progress,2024,Manipur,NER,NotAvailable,NotAvailable,NotAvailable,Progress,0.0,NotAvailable,Count
AnnualReport_2023-24.pdf,Geophysical_VES_Progress,2024,Mizoram,NER,NotAvailable,NotAvailable,NotAvailable,Annual Target,0.0,NotAvailable,Count
AnnualReport_2023-24.pdf,Geophysical_VES_Progress,2024,Mizoram,NER,NotAvailable,NotAvailable,NotAvailable,Progress,1.0,NotAvailable,Count
AnnualReport_2023-24.pdf,Geophysical_VES_Progress,2024,Nagaland,NER,NotAvailable,NotAvailable,NotAvailable,Annual Target,0.0,NotAvailable,Count
AnnualReport_2023-24.pdf,Geophysical_VES_Progress,2024,Nagaland,NER,NotAvailable,NotAvailable,NotAvailable,Progress,0.0,NotAvailable,Count
AnnualReport_2023-24.pdf,Geophysical_VES_Progress,2024,Tripura,NER,NotAvailable,NotAvailable,NotAvailable,Annual Target,20.0,NotAvailable,Count
AnnualReport_2023-24.pdf,Geophysical_VES_Progress,2024,Tripura,NER,NotAvailable,NotAvailable,NotAvailable,Progress,21.0,NotAvailable,Count
AnnualReport_2023-24.pdf,Geophysical_VES_Progress,2024,Odisha,SER,NotAvailable,NotAvailable,NotAvailable,Annual Target,200.0,NotAvailable,Count
AnnualReport_2023-24.pdf,Geophysical_VES_Progress,2024,Odisha,SER,NotAvailable,NotAvailable,NotAvailable,Progress,201.0,NotAvailable,Count
AnnualReport_2023-24.pdf,Geophysical_VES_Progress,2024,Madhya Pradesh,NCR,NotAvailable,NotAvailable,NotAvailable,Annual Target,230.0,NotAvailable,Count
AnnualReport_2023-24.pdf,Geophysical_VES_Progress,2024,Madhya Pradesh,NCR,NotAvailable,NotAvailable,NotAvailable,Progress,198.0,NotAvailable,Count
AnnualReport_2023-24.pdf,Geophysical_VES_Progress,2024,Jammu and Kashmir,NWHR,NotAvailable,NotAvailable,NotAvailable,Annual Target,50.0,NotAvailable,Count
AnnualReport_2023-24.pdf,Geophysical_VES_Progress,2024,Jammu and Kashmir,NWHR,NotAvailable,NotAvailable,NotAvailable,Progress,51.0,NotAvailable,Count
AnnualReport_2023-24.pdf,Geophysical_VES_Progress,2024,Ladakh,NWHR,NotAvailable,NotAvailable,NotAvailable,Annual Target,25.0,NotAvailable,Count
AnnualReport_2023-24.pdf,Geophysical_VES_Progress,2024,Ladakh,NWHR,NotAvailable,NotAvailable,NotAvailable,Progress,25.0,NotAvailable,Count
AnnualReport_2023-24.pdf,Geophysical_VES_Progress,2024,Haryana,NWR,NotAvailable,NotAvailable,NotAvailable,Annual Target,260.0,NotAvailable,Count
AnnualReport_2023-24.pdf,Geophysical_VES_Progress,2024,Haryana,NWR,NotAvailable,NotAvailable,NotAvailable,Progress,280.0,NotAvailable,Count
AnnualReport_2023-24.pdf,Geophysical_VES_Progress,2024,Punjab,NWR,NotAvailable,NotAvailable,NotAvailable,Annual Target,140.0,NotAvailable,Count
AnnualReport_2023-24.pdf,Geophysical_VES_Progress,2024,Punjab,NWR,NotAvailable,NotAvailable,NotAvailable,Progress,115.0,NotAvailable,Count
AnnualReport_2023-24.pdf,Geophysical_VES_Progress,2024,Gujarat,WCR,NotAvailable,NotAvailable,NotAvailable,Annual Target,50.0,NotAvailable,Count
AnnualReport_2023-24.pdf,Geophysical_VES_Progress,2024,Gujarat,WCR,NotAvailable,NotAvailable,NotAvailable,Progress,63.0,NotAvailable,Count
AnnualReport_2023-24.pdf,Geophysical_VES_Progress,2024,Rajasthan,WR,NotAvailable,NotAvailable,NotAvailable,Annual Target,75.0,NotAvailable,Count
AnnualReport_2023-24.pdf,Geophysical_VES_Progress,2024,Rajasthan,WR,NotAvailable,NotAvailable,NotAvailable,Progress,82.0,NotAvailable,Count
AnnualReport_2023-24.pdf,Geophysical_VES_Progress,2024,Maharashtra,CR,NotAvailable,NotAvailable,NotAvailable,Annual Target,212.0,NotAvailable,Count
AnnualReport_2023-24.pdf,Geophysical_VES_Progress,2024,Maharashtra,CR,NotAvailable,NotAvailable,NotAvailable,Progress,214.0,NotAvailable,Count
AnnualReport_2023-24.pdf,Geophysical_VES_Progress,2024,Kerala,KR,NotAvailable,NotAvailable,NotAvailable,Annual Target,100.0,NotAvailable,Count
AnnualReport_2023-24.pdf,Geophysical_VES_Progress,2024,Kerala,KR,NotAvailable,NotAvailable,NotAvailable,Progress,100.0,NotAvailable,Count
AnnualReport_2023-24.pdf,Geophysical_VES_Progress,2024,Lakshadweep,KR,NotAvailable,NotAvailable,NotAvailable,Annual Target,0.0,NotAvailable,Count
AnnualReport_2023-24.pdf,Geophysical_VES_Progress,2024,Lakshadweep,KR,NotAvailable,NotAvailable,NotAvailable,Progress,22.0,NotAvailable,Count
AnnualReport_2023-24.pdf,Geophysical_VES_Progress,2024,Tamil Nadu,SECR,NotAvailable,NotAvailable,NotAvailable,Annual Target,250.0,NotAvailable,Count
AnnualReport_2023-24.pdf,Geophysical_VES_Progress,2024,Tamil Nadu,SECR,NotAvailable,NotAvailable,NotAvailable,Progress,290.0,NotAvailable,Count
AnnualReport_2023-24.pdf,Geophysical_VES_Progress,2024,Andhra Pradesh,SR,NotAvailable,NotAvailable,NotAvailable,Annual Target,140.0,NotAvailable,Count
AnnualReport_2023-24.pdf,Geophysical_VES_Progress,2024,Andhra Pradesh,SR,NotAvailable,NotAvailable,NotAvailable,Progress,151.0,NotAvailable,Count
AnnualReport_2023-24.pdf,Geophysical_VES_Progress,2024,Telangana,SR,NotAvailable,NotAvailable,NotAvailable,Annual Target,250.0,NotAvailable,Count
AnnualReport_2023-24.pdf,Geophysical_VES_Progress,2024,Telangana,SR,NotAvailable,NotAvailable,NotAvailable,Progress,282.0,NotAvailable,Count
AnnualReport_2023-24.pdf,Geophysical_VES_Progress,2024,Goa,SWR,NotAvailable,NotAvailable,NotAvailable,Annual Target,10.0,NotAvailable,Count
AnnualReport_2023-24.pdf,Geophysical_VES_Progress,2024,Goa,SWR,NotAvailable,NotAvailable,NotAvailable,Progress,10.0,NotAvailable,Count
AnnualReport_2023-24.pdf,Geophysical_VES_Progress,2024,Karnataka,SWR,NotAvailable,NotAvailable,NotAvailable,Annual Target,140.0,NotAvailable,Count
AnnualReport_2023-24.pdf,Geophysical_VES_Progress,2024,Karnataka,SWR,NotAvailable,NotAvailable,NotAvailable,Progress,148.0,NotAvailable,Count
AnnualReport_2023-24.pdf,Geophysical_VES_Progress,2024,Total,NotAvailable,NotAvailable,NotAvailable,NotAvailable,Annual Target,2597.0,NotAvailable,Count
AnnualReport_2023-24.pdf,Geophysical_VES_Progress,2024,Total,NotAvailable,NotAvailable,NotAvailable,NotAvailable,Progress,2753.0,NotAvailable,Count
AnnualReport_2023-24.pdf,Geophysical_TEM_Progress,2024,Uttar Pradesh,NR,NotAvailable,NotAvailable,NotAvailable,Annual Target,350.0,NotAvailable,Count
AnnualReport_2023-24.pdf,Geophysical_TEM_Progress,2024,Uttar Pradesh,NR,NotAvailable,NotAvailable,NotAvailable,Achievement,408.0,NotAvailable,Count
AnnualReport_2023-24.pdf,Geophysical_TEM_Progress,2024,West Bengal,ER,NotAvailable,NotAvailable,NotAvailable,Annual Target,300.0,NotAvailable,Count
AnnualReport_2023-24.pdf,Geophysical_TEM_Progress,2024,West Bengal,ER,NotAvailable,NotAvailable,NotAvailable,Achievement,300.0,NotAvailable,Count
AnnualReport_2023-24.pdf,Geophysical_TEM_Progress,2024,Bihar,MER,NotAvailable,NotAvailable,NotAvailable,Annual Target,126.0,NotAvailable,Count
AnnualReport_2023-24.pdf,Geophysical_TEM_Progress,2024,Bihar,MER,NotAvailable,NotAvailable,NotAvailable,Achievement,131.0,NotAvailable,Count
AnnualReport_2023-24.pdf,Geophysical_TEM_Progress,2024,Jharkhand,MER,NotAvailable,NotAvailable,NotAvailable,Annual Target,35.0,NotAvailable,Count
AnnualReport_2023-24.pdf,Geophysical_TEM_Progress,2024,Jharkhand,MER,NotAvailable,NotAvailable,NotAvailable,Achievement,35.0,NotAvailable,Count
AnnualReport_2023-24.pdf,Geophysical_TEM_Progress,2024,Chhattisgarh,NCCR,NotAvailable,NotAvailable,NotAvailable,Annual Target,200.0,NotAvailable,Count
AnnualReport_2023-24.pdf,Geophysical_TEM_Progress,2024,Chhattisgarh,NCCR,NotAvailable,NotAvailable,NotAvailable,Achievement,222.0,NotAvailable,Count
AnnualReport_2023-24.pdf,Geophysical_TEM_Progress,2024,Rajasthan,WR,NotAvailable,NotAvailable,NotAvailable,Annual Target,300.0,NotAvailable,Count
AnnualReport_2023-24.pdf,Geophysical_TEM_Progress,2024,Rajasthan,WR,NotAvailable,NotAvailable,NotAvailable,Achievement,314.0,NotAvailable,Count
AnnualReport_2023-24.pdf,Geophysical_TEM_Progress,2024,Kerala,KR,NotAvailable,NotAvailable,NotAvailable,Annual Target,250.0,NotAvailable,Count
AnnualReport_2023-24.pdf,Geophysical_TEM_Progress,2024,Kerala,KR,NotAvailable,NotAvailable,NotAvailable,Achievement,250.0,NotAvailable,Count
AnnualReport_2023-24.pdf,Geophysical_TEM_Progress,2024,Tamil Nadu,SECR,NotAvailable,NotAvailable,NotAvailable,Annual Target,625.0,NotAvailable,Count
AnnualReport_2023-24.pdf,Geophysical_TEM_Progress,2024,Tamil Nadu,SECR,NotAvailable,NotAvailable,NotAvailable,Achievement,709.0,NotAvailable,Count
